helper,month,date,admission_type,EAST OF ENGLAND COMMISSIONING REGION,LONDON COMMISSIONING REGION,MIDLANDS COMMISSIONING REGION,NATIONAL,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,NORTH WEST COMMISSIONING REGION,SOUTH EAST COMMISSIONING REGION,SOUTH WEST COMMISSIONING REGION
630,,10/01/2019,as_non_elective,0.032872547,0.042134593,0.056265003,0.290407993,0.046065174,0.042655583,0.041708153,0.028395891
631,,11/01/2019,as_non_elective,0.03181513,0.041243121,0.054794653,0.2817858,0.044909348,0.040818611,0.040397959,0.027490912
632,,12/01/2019,as_non_elective,0.031820918,0.041266276,0.054686596,0.283368066,0.045422619,0.040434622,0.041169796,0.028260819
633,,01/01/2020,as_non_elective,0.032031244,0.041302938,0.055132331,0.284991626,0.045758369,0.040550397,0.041426432,0.0284943
634,,02/01/2020,as_non_elective,0.029210179,0.038084377,0.050453068,0.260448746,0.041634828,0.037046256,0.037806516,0.0259318
635,,03/01/2020,as_non_elective,0.026858005,0.034202036,0.046854377,0.240438095,0.038987427,0.034346756,0.034917915,0.024011855
636,,04/01/2020,as_non_elective,0.019639398,0.027270938,0.03556047,0.182613595,0.02896705,0.027124289,0.026159492,0.017711734
637,,05/01/2020,as_non_elective,0.023965545,0.03110311,0.041410996,0.215803753,0.033953119,0.031863369,0.031639537,0.021661611
638,,06/01/2020,as_non_elective,0.025978111,0.034012936,0.045125462,0.233423252,0.036301433,0.034146078,0.034043809,0.023573838
639,,07/01/2020,as_non_elective,0.028530962,0.03688803,0.049277946,0.252962311,0.03940036,0.036434575,0.036812775,0.02536643
640,,08/01/2020,as_non_elective,0.027851746,0.035807457,0.04774392,0.24681347,0.038574494,0.035498723,0.036370899,0.024718086
641,,09/01/2020,as_non_elective,0.028307129,0.036772254,0.049322327,0.253363281,0.039952223,0.036019713,0.037331836,0.025385726
642,,10/01/2020,as_non_elective,0.028610076,0.037486203,0.049526864,0.254147853,0.039566305,0.035176481,0.037848967,0.025653939
643,,11/01/2020,as_non_elective,0.026875371,0.035332778,0.046196386,0.239758878,0.037376217,0.033845061,0.036013924,0.023861347
644,,12/01/2020,as_non_elective,0.026088097,0.034975803,0.046094118,0.239414253,0.038159631,0.034449024,0.035409961,0.024023433
645,,01/01/2021,as_non_elective,0.025138738,0.034097838,0.044907418,0.231833654,0.03698258,0.0337563,0.034014866,0.02270938
646,,02/01/2021,as_non_elective,0.024353393,0.03247891,0.043768958,0.224821899,0.035546962,0.032764489,0.033399325,0.022300306
647,,03/01/2021,as_non_elective,0.028475004,0.038113321,0.051689938,0.265181652,0.041733238,0.038562916,0.039755405,0.02659558
648,,04/01/2021,as_non_elective,0.029719592,0.03816542,0.051084045,0.265580306,0.041266276,0.038603438,0.039882758,0.02659944
649,,05/01/2021,as_non_elective,0.03091401,0.039701376,0.05286506,0.276482892,0.043278842,0.039898195,0.041779548,0.027739829
650,,06/01/2021,as_non_elective,0.03105487,0.040181845,0.052843834,0.27662491,0.043413913,0.039782419,0.041409066,0.027627913
651,,07/01/2021,as_non_elective,0.03048757,0.040313057,0.053698644,0.2775762,0.043956129,0.039711024,0.041463095,0.027624054
652,,08/01/2021,as_non_elective,0.028664104,0.037050115,0.051749755,0.263854864,0.042593836,0.037829671,0.039595249,0.026097745
653,,09/01/2021,as_non_elective,0.028936177,0.03769074,0.052529311,0.268172135,0.043485308,0.038339084,0.040357438,0.026518397
654,,10/01/2021,as_non_elective,0.02882619,0.037661796,0.052376873,0.266522719,0.043884734,0.036150925,0.040575482,0.026744159
655,,11/01/2021,as_non_elective,0.028050494,0.036596661,0.051657134,0.261086284,0.043249898,0.035867275,0.039232485,0.026113182
656,,12/01/2021,as_non_elective,0.027685801,0.035685893,0.051691867,0.254736765,0.039952223,0.035039479,0.038842707,0.025580615
657,,01/01/2022,as_non_elective,0.026591721,0.034022584,0.049854895,0.247704556,0.040529172,0.033478439,0.038454859,0.02450969
658,,02/01/2022,as_non_elective,0.02503261,0.032421022,0.048345953,0.235327375,0.039159161,0.032264725,0.035004747,0.022809719
659,,04/01/2018,as_first_attendances_GP_ref,0,0.052523567,0,0.307228982,0,0,0.050652639,0.026545316
660,,05/01/2018,as_first_attendances_GP_ref,0,0.057051083,0,0.333068875,0,0,0.055103004,0.028398241
661,,06/01/2018,as_first_attendances_GP_ref,0,0.05489598,0,0.320895371,0,0,0.053734848,0.02743256
662,,07/01/2018,as_first_attendances_GP_ref,0,0.056005678,0,0.32476607,0,0,0.054223475,0.02773088
663,,08/01/2018,as_first_attendances_GP_ref,0,0.052334545,0,0.305733269,0,0,0.051299427,0.026016827
664,,09/01/2018,as_first_attendances_GP_ref,0,0.051197844,0,0.304163747,0,0,0.050009708,0.02556549
665,,10/01/2018,as_first_attendances_GP_ref,0,0.059978989,0,0.351961774,0,0,0.057066514,0.029630096
666,,11/01/2018,as_first_attendances_GP_ref,0,0.058632693,0,0.343510838,0,0,0.057099946,0.0290386
667,,12/01/2018,as_first_attendances_GP_ref,0,0.04653274,0,0.272108259,0,0,0.045061715,0.023031057
668,,01/01/2019,as_first_attendances_GP_ref,0,0.056463445,0,0.334732007,0,0,0.055812799,0.028588549
669,,02/01/2019,as_first_attendances_GP_ref,0,0.051053827,0,0.300924148,0,0,0.050223161,0.024675674
670,,03/01/2019,as_first_attendances_GP_ref,0,0.054047312,0,0.320347337,0,0,0.052890037,0.026468164
671,,04/01/2019,as_first_attendances_GP_ref,0.032945046,0.05137915,0.064543796,0.307499785,0.04340424,0.03808849,0.050230876,0.026406443
672,,05/01/2019,as_first_attendances_GP_ref,0.034401927,0.054085888,0.066981788,0.320695034,0.045216018,0.039243194,0.052514566,0.027694875
673,,06/01/2019,as_first_attendances_GP_ref,0.033150784,0.051547598,0.064205614,0.308551876,0.04373342,0.038152783,0.050427613,0.026801202
674,,07/01/2019,as_first_attendances_GP_ref,0.036962076,0.057591145,0.071482302,0.344118536,0.048318801,0.044006023,0.055898952,0.029267484
675,,08/01/2019,as_first_attendances_GP_ref,0.03151774,0.049387351,0.061448728,0.294882402,0.041398297,0.03733369,0.048334231,0.024998425
676,,09/01/2019,as_first_attendances_GP_ref,0.033797572,0.052110805,0.066239847,0.317615396,0.044903554,0.040742508,0.052034939,0.027260254
677,,10/01/2019,as_first_attendances_GP_ref,0.037154955,0.057495991,0.072696155,0.350714232,0.049652239,0.045214732,0.057808456,0.030075004
678,,11/01/2019,as_first_attendances_GP_ref,0.035251881,0.053592117,0.067818884,0.327166001,0.045816515,0.041514024,0.054550084,0.028058774
679,,12/01/2019,as_first_attendances_GP_ref,0.0302846,0.046328288,0.059333487,0.2828524,0.039934987,0.035926958,0.046445301,0.024144613
680,,01/01/2020,as_first_attendances_GP_ref,0.035192731,0.051530882,0.070363603,0.328852279,0.046382294,0.04185092,0.054655524,0.028331377
681,,02/01/2020,as_first_attendances_GP_ref,0.033087777,0.049436214,0.063891864,0.304178148,0.042140239,0.039289485,0.05036332,0.025461335
682,,03/01/2020,as_first_attendances_GP_ref,0.027442847,0.040053286,0.05099082,0.253909468,0.037149812,0.033671558,0.04246299,0.021688618
683,,04/01/2020,as_first_attendances_GP_ref,0.012075521,0.017926189,0.021927789,0.114134571,0.016311148,0.01405189,0.020977537,0.010682934
684,,05/01/2020,as_first_attendances_GP_ref,0.015164159,0.020652214,0.026168558,0.130963406,0.016708479,0.016100266,0.024178045,0.011772058
685,,06/01/2020,as_first_attendances_GP_ref,0.020778229,0.028825147,0.036270283,0.180619245,0.023475965,0.022727594,0.032420415,0.015827664
686,,07/01/2020,as_first_attendances_GP_ref,0.023198219,0.032010225,0.042721448,0.207977482,0.028826433,0.026302288,0.036339719,0.018274657
687,,08/01/2020,as_first_attendances_GP_ref,0.021418588,0.030204876,0.040617779,0.195644017,0.026913072,0.02517716,0.034084319,0.016929647
688,,09/01/2020,as_first_attendances_GP_ref,0.027392698,0.038799572,0.049141752,0.245853291,0.034669386,0.031996081,0.042255966,0.021229566
689,,10/01/2020,as_first_attendances_GP_ref,0.028288943,0.042177529,0.051698044,0.256802655,0.036512025,0.032249395,0.04415904,0.021319576
690,,11/01/2020,as_first_attendances_GP_ref,0.029663529,0.043751422,0.052022081,0.263713387,0.037183244,0.03342853,0.045209589,0.022001083
691,,12/01/2020,as_first_attendances_GP_ref,0.025888241,0.038803429,0.047430271,0.235598806,0.034470077,0.030621495,0.038692845,0.019307204
692,,01/01/2021,as_first_attendances_GP_ref,0.022608009,0.032739308,0.043976448,0.217950878,0.033563545,0.029630096,0.036000252,0.019069319
693,,02/01/2021,as_first_attendances_GP_ref,0.022910186,0.036549315,0.043131637,0.223476994,0.034281056,0.029920701,0.037151098,0.019160616
694,,03/01/2021,as_first_attendances_GP_ref,0.029421787,0.046074973,0.054447215,0.280720185,0.041559029,0.036749909,0.047837889,0.024171616
695,,04/01/2021,as_first_attendances_GP_ref,0.027483994,0.043325802,0.05173662,0.260207358,0.038044771,0.032618437,0.044819973,0.021752912
696,,05/01/2021,as_first_attendances_GP_ref,0.02789547,0.043818287,0.053525252,0.263979303,0.038310944,0.032878181,0.045015424,0.022128383
697,,06/01/2021,as_first_attendances_GP_ref,0.031511311,0.049216332,0.058905295,0.292150204,0.04177634,0.036369294,0.049689529,0.024202477
698,,07/01/2021,as_first_attendances_GP_ref,0.029675101,0.04764501,0.057015079,0.278034793,0.039394925,0.034579376,0.0466819,0.022591293
699,,08/01/2021,as_first_attendances_GP_ref,0.027258969,0.04225468,0.050461045,0.251779567,0.036123695,0.031398155,0.04331423,0.020591779
700,,09/01/2021,as_first_attendances_GP_ref,0.03118856,0.048464103,0.058779281,0.288679665,0.040608778,0.035893526,0.049695958,0.023591693
701,,10/01/2021,as_first_attendances_GP_ref,0.029801116,0.047918898,0.056990648,0.277684781,0.038835576,0.033235651,0.047903468,0.022570719
702,,11/01/2021,as_first_attendances_GP_ref,0.031391726,0.052892609,0.061645465,0.303620342,0.042033512,0.035827947,0.053821,0.025505054
703,,12/01/2021,as_first_attendances_GP_ref,0.026817918,0.042392267,0.051169555,0.246337803,0.034623095,0.028133354,0.042565859,0.02026517
704,,01/01/2022,as_first_attendances_GP_ref,0.028398241,0.045178728,0.055068286,0.264429611,0.036406584,0.030064717,0.046738478,0.022177246
705,,02/01/2022,as_first_attendances_GP_ref,0.028579548,0.045866664,0.054598946,0.261626691,0.036153269,0.030197161,0.045187729,0.020623926
706,,04/01/2018,as_first_attendances_other_ref,0,0.041651848,0,0.254801187,0,0,0.044178072,0.02413669
707,,05/01/2018,as_first_attendances_other_ref,0,0.045353839,0,0.275913102,0,0,0.048125887,0.025968334
708,,06/01/2018,as_first_attendances_other_ref,0,0.044435402,0,0.269196378,0,0,0.047474194,0.025241325
709,,07/01/2018,as_first_attendances_other_ref,0,0.045331872,0,0.275248647,0,0,0.048974238,0.026185913
710,,08/01/2018,as_first_attendances_other_ref,0,0.043786847,0,0.260480851,0,0,0.046625843,0.024882528
711,,09/01/2018,as_first_attendances_other_ref,0,0.041571301,0,0.255887202,0,0,0.045192746,0.024168072
712,,10/01/2018,as_first_attendances_other_ref,0,0.050324696,0,0.297831945,0,0,0.051531844,0.02859498
713,,11/01/2018,as_first_attendances_other_ref,0,0.048841389,0,0.288220785,0,0,0.050212768,0.027681773
714,,12/01/2018,as_first_attendances_other_ref,0,0.040029415,0,0.232730666,0,0,0.040756424,0.022002736
715,,01/01/2019,as_first_attendances_other_ref,0,0.049593503,0,0.289584005,0,0,0.050807973,0.027840774
716,,02/01/2019,as_first_attendances_other_ref,0,0.04410171,0,0.258035382,0,0,0.045442754,0.024255941
717,,03/01/2019,as_first_attendances_other_ref,0,0.046384204,0,0.275115798,0,0,0.047195943,0.025963104
718,,04/01/2019,as_first_attendances_other_ref,0.02983351,0.049534924,0.052991092,0.277048282,0.038027264,0.032353458,0.047839267,0.026106413
719,,05/01/2019,as_first_attendances_other_ref,0.031615989,0.053840489,0.055229651,0.292953769,0.039646559,0.033980075,0.050803789,0.027449549
720,,06/01/2019,as_first_attendances_other_ref,0.030108622,0.051797542,0.051856121,0.278070487,0.037740645,0.031967463,0.047968978,0.02627169
721,,07/01/2019,as_first_attendances_other_ref,0.03295494,0.057323855,0.057767382,0.31038022,0.041825493,0.037106735,0.053495291,0.029495634
722,,08/01/2019,as_first_attendances_other_ref,0.028709,0.050194985,0.050121761,0.270265238,0.036725971,0.031471633,0.047155147,0.025559326
723,,09/01/2019,as_first_attendances_other_ref,0.030261347,0.055164796,0.053319553,0.289143824,0.039119347,0.033950785,0.049537016,0.027398292
724,,10/01/2019,as_first_attendances_other_ref,0.033323152,0.060355324,0.057815501,0.315028683,0.04244162,0.036738524,0.053837351,0.030132682
725,,11/01/2019,as_first_attendances_other_ref,0.031060533,0.057451473,0.054152214,0.294778717,0.039207215,0.03415895,0.050751486,0.027621102
726,,12/01/2019,as_first_attendances_other_ref,0.027540556,0.050931408,0.048345558,0.260912035,0.035404803,0.029566766,0.044814074,0.023964091
727,,01/01/2020,as_first_attendances_other_ref,0.032614972,0.061007017,0.056742248,0.310085442,0.041375689,0.035786613,0.053066408,0.029114869
728,,02/01/2020,as_first_attendances_other_ref,0.029424502,0.054948262,0.051241041,0.279331194,0.037305486,0.032258267,0.047729431,0.026067709
729,,03/01/2020,as_first_attendances_other_ref,0.024888804,0.045319319,0.042777404,0.236463202,0.032413083,0.0279663,0.040077534,0.02270987
730,,04/01/2020,as_first_attendances_other_ref,0.013911495,0.027716293,0.022980799,0.139790496,0.019495341,0.015949212,0.026500776,0.01306419
731,,05/01/2020,as_first_attendances_other_ref,0.016222232,0.032171444,0.027308331,0.160865381,0.021637663,0.018314344,0.030419301,0.014591432
732,,06/01/2020,as_first_attendances_other_ref,0.021448327,0.042614219,0.036866143,0.214779722,0.027742444,0.026408723,0.040018955,0.01940538
733,,07/01/2020,as_first_attendances_other_ref,0.025366852,0.048088229,0.041896625,0.241199324,0.031194428,0.027266489,0.0445421,0.022514258
734,,08/01/2020,as_first_attendances_other_ref,0.024004887,0.044722021,0.038650714,0.226073567,0.030083517,0.026387802,0.040947852,0.020995385
735,,09/01/2020,as_first_attendances_other_ref,0.028723645,0.054912696,0.046627935,0.271406275,0.036121351,0.031449666,0.047635286,0.025561418
736,,10/01/2020,as_first_attendances_other_ref,0.029949622,0.057926383,0.047652023,0.276502031,0.03618516,0.029999833,0.048237814,0.026188006
737,,11/01/2020,as_first_attendances_other_ref,0.03009607,0.058098982,0.045339194,0.275058265,0.03573431,0.029909872,0.049458562,0.026061433
738,,12/01/2020,as_first_attendances_other_ref,0.027786379,0.053746344,0.040991786,0.253743415,0.034868176,0.028112748,0.042862134,0.025036298
739,,01/01/2021,as_first_attendances_other_ref,0.024181671,0.05198897,0.039133991,0.247848054,0.037792948,0.028410874,0.040881951,0.025105338
740,,02/01/2021,as_first_attendances_other_ref,0.024334395,0.05153289,0.037666375,0.242675099,0.035309612,0.028272795,0.041775282,0.023470353
741,,03/01/2021,as_first_attendances_other_ref,0.030469512,0.060050922,0.046882126,0.291544941,0.040050336,0.034172549,0.051309034,0.028211077
742,,04/01/2021,as_first_attendances_other_ref,0.029622207,0.055184671,0.04781207,0.281776663,0.037456118,0.032397392,0.051707581,0.027223601
743,,05/01/2021,as_first_attendances_other_ref,0.030054228,0.057397079,0.048477361,0.287454235,0.037844205,0.032256175,0.053128125,0.027904583
744,,06/01/2021,as_first_attendances_other_ref,0.033396376,0.061588624,0.053243191,0.313487215,0.041514814,0.035496856,0.056660655,0.031148402
745,,07/01/2021,as_first_attendances_other_ref,0.032212241,0.058020528,0.051684568,0.30022553,0.039856816,0.034225898,0.054445109,0.029360693
746,,08/01/2021,as_first_attendances_other_ref,0.0295312,0.05281117,0.047231509,0.275326265,0.03639751,0.031061579,0.050930362,0.026978824
747,,09/01/2021,as_first_attendances_other_ref,0.032499906,0.05866699,0.052916822,0.30487734,0.040316034,0.034569004,0.055893896,0.029590825
748,,10/01/2021,as_first_attendances_other_ref,0.031170369,0.056773629,0.050297498,0.289904725,0.037842113,0.031508245,0.053775634,0.028106472
749,,11/01/2021,as_first_attendances_other_ref,0.035266723,0.060810358,0.055007887,0.313472361,0.040045106,0.033895344,0.057090584,0.030911993
750,,12/01/2021,as_first_attendances_other_ref,0.027871109,0.051751516,0.04684656,0.264096438,0.034251003,0.028707954,0.048192834,0.026094907
751,,01/01/2022,as_first_attendances_other_ref,0.030331432,0.05438653,0.049789115,0.28211412,0.036519898,0.030493571,0.051733733,0.028487236
752,,02/01/2022,as_first_attendances_other_ref,0.029213199,0.053807015,0.049240982,0.273316373,0.035004163,0.030015523,0.048826744,0.026842836
753,,04/01/2018,as_first_attendances_total,0,0.046528208,0,0.27831983,0,0,0.047082527,0.0252172
754,,05/01/2018,as_first_attendances_total,0,0.050601099,0,0.301552671,0,0,0.051255784,0.027057816
755,,06/01/2018,as_first_attendances_total,0,0.049127913,0,0.292388118,0,0,0.050283274,0.026224319
756,,07/01/2018,as_first_attendances_total,0,0.050120035,0,0.297461783,0,0,0.05132904,0.026879581
757,,08/01/2018,as_first_attendances_total,0,0.047621272,0,0.280780754,0,0,0.048722412,0.025391398
758,,09/01/2018,as_first_attendances_total,0,0.045889674,0,0.277543668,0,0,0.04735363,0.024794394
759,,10/01/2018,as_first_attendances_total,0,0.054655532,0,0.322114166,0,0,0.05401469,0.029059365
760,,11/01/2018,as_first_attendances_total,0,0.053233683,0,0.313023445,0,0,0.053302324,0.028289893
761,,12/01/2018,as_first_attendances_total,0,0.042946763,0,0.250395176,0,0,0.042687773,0.022464062
762,,01/01/2019,as_first_attendances_total,0,0.052675903,0,0.309837119,0,0,0.053052563,0.028176261
763,,02/01/2019,as_first_attendances_total,0,0.047220386,0,0.277274987,0,0,0.04758724,0.024443691
764,,03/01/2019,as_first_attendances_total,0,0.049821822,0,0.29540636,0,0,0.049750874,0.02618971
765,,04/01/2019,as_first_attendances_total,0.031229343,0.050361721,0.058173527,0.290708779,0.040438772,0.03492615,0.048912185,0.026241046
766,,05/01/2019,as_first_attendances_total,0.032865767,0.053950664,0.060501552,0.305398527,0.042144991,0.036341078,0.051571302,0.027559069
767,,06/01/2019,as_first_attendances_total,0.031473336,0.051686088,0.057395403,0.291744392,0.040428966,0.034742146,0.049071385,0.026509265
768,,07/01/2019,as_first_attendances_total,0.034752529,0.057443856,0.063919758,0.325515182,0.044738351,0.040201124,0.054573624,0.029392764
769,,08/01/2019,as_first_attendances_total,0.029969002,0.049833358,0.055202929,0.28130854,0.038821959,0.034101305,0.047684145,0.02530776
770,,09/01/2019,as_first_attendances_total,0.031847689,0.053794924,0.059114889,0.30191618,0.04171411,0.036997493,0.050657627,0.027336418
771,,10/01/2019,as_first_attendances_total,0.035041513,0.059073358,0.064490805,0.331037148,0.045676252,0.040540868,0.055618813,0.030107438
772,,11/01/2019,as_first_attendances_total,0.032940753,0.055720332,0.060282939,0.309307603,0.042172101,0.037458368,0.052456136,0.027816905
773,,12/01/2019,as_first_attendances_total,0.028771534,0.048866616,0.053274637,0.270754555,0.037437026,0.032419889,0.045545892,0.024045112
774,,01/01/2020,as_first_attendances_total,0.03377079,0.056756292,0.06285265,0.318504457,0.043621637,0.038506441,0.05377935,0.028763459
775,,02/01/2020,as_first_attendances_total,0.031067835,0.052475748,0.05691607,0.290477591,0.039474337,0.035412405,0.048910454,0.025795745
776,,03/01/2020,as_first_attendances_total,0.026034547,0.042956569,0.046461874,0.244289704,0.034538531,0.030525628,0.041148254,0.022251794
777,,04/01/2020,as_first_attendances_total,0.013087933,0.023325246,0.022508476,0.128281933,0.018067001,0.015097557,0.024023193,0.011996599
778,,05/01/2020,as_first_attendances_total,0.01574705,0.027004173,0.026797096,0.14745215,0.019426554,0.017321179,0.027619634,0.013326735
779,,06/01/2020,as_first_attendances_total,0.02114777,0.036428177,0.036598914,0.199456294,0.025828624,0.024757478,0.03661045,0.017800512
780,,07/01/2020,as_first_attendances_total,0.024394085,0.040875997,0.042266699,0.226296997,0.030132241,0.026834012,0.040862731,0.020612485
781,,08/01/2020,as_first_attendances_total,0.022844759,0.038209958,0.039533172,0.212423788,0.028661362,0.025844774,0.037869061,0.019171601
782,,09/01/2020,as_first_attendances_total,0.028126655,0.047685299,0.047756247,0.259944118,0.035470087,0.031695409,0.045222876,0.023618268
783,,10/01/2020,as_first_attendances_total,0.029204722,0.050861819,0.049467081,0.26766571,0.036331849,0.031008999,0.04640823,0.024004158
784,,11/01/2020,as_first_attendances_total,0.029901515,0.051663015,0.0483371,0.269969625,0.036384916,0.031487756,0.047552631,0.024240075
785,,12/01/2020,as_first_attendances_total,0.026934955,0.047043304,0.043879473,0.245604496,0.034689656,0.029238177,0.040991937,0.022466369
786,,01/01/2021,as_first_attendances_total,0.023475795,0.043353995,0.041306878,0.234437127,0.035895776,0.028957845,0.038692176,0.022397151
787,,02/01/2021,as_first_attendances_total,0.023696138,0.04481103,0.040118063,0.234063581,0.03484828,0.029011489,0.039701025,0.021537697
788,,03/01/2021,as_first_attendances_total,0.029999573,0.053781657,0.050276352,0.286689647,0.040727756,0.035329344,0.049752027,0.026399094
789,,04/01/2021,as_first_attendances_total,0.028662516,0.049865083,0.049572638,0.272101533,0.037720242,0.032496605,0.048618009,0.024769591
790,,05/01/2021,as_first_attendances_total,0.029085898,0.051305967,0.050741265,0.276924284,0.038053065,0.032535252,0.049488423,0.025313528
791,,06/01/2021,as_first_attendances_total,0.032550826,0.056038734,0.055783205,0.303916343,0.041632202,0.035888278,0.053534203,0.028032634
792,,07/01/2021,as_first_attendances_total,0.03107418,0.053366927,0.054075256,0.290271668,0.039649689,0.034384521,0.050962762,0.026324108
793,,08/01/2021,as_first_attendances_total,0.028511967,0.048075803,0.048680305,0.2647641,0.036274744,0.031212615,0.047513985,0.024114329
794,,09/01/2021,as_first_attendances_total,0.031911715,0.054090253,0.055546711,0.29761187,0.040447424,0.035163221,0.053113705,0.026899192
795,,10/01/2021,as_first_attendances_total,0.0305562,0.052801648,0.05329944,0.284423571,0.038287828,0.032283761,0.051141575,0.025623277
796,,11/01/2021,as_first_attendances_total,0.033529104,0.057259275,0.057985485,0.309053458,0.04093714,0.034762335,0.055624004,0.028486587
797,,12/01/2021,as_first_attendances_total,0.027398714,0.047553208,0.048785862,0.256130679,0.034417976,0.028449671,0.045668754,0.023479833
798,,01/01/2022,as_first_attendances_total,0.029464289,0.050256164,0.052157346,0.274181644,0.036468554,0.030301247,0.049493037,0.025656156
799,,02/01/2022,as_first_attendances_total,0.028929004,0.050245204,0.051644557,0.268073057,0.035519693,0.030097055,0.047194429,0.024053187
800,,04/01/2018,as_first_attendances_DNA,0,0.080451121,0,0.335485027,0,0,0.041663307,0.026390046
801,,05/01/2018,as_first_attendances_DNA,0,0.088979065,0,0.371623086,0,0,0.046885778,0.02853099
802,,06/01/2018,as_first_attendances_DNA,0,0.088513253,0,0.365422411,0,0,0.045846658,0.027823314
803,,07/01/2018,as_first_attendances_DNA,0,0.095787088,0,0.387122088,0,0,0.048534036,0.029749268
804,,08/01/2018,as_first_attendances_DNA,0,0.093422196,0,0.365205629,0,0,0.046007901,0.027411249
805,,09/01/2018,as_first_attendances_DNA,0,0.088638664,0,0.360710543,0,0,0.046070606,0.026855858
806,,10/01/2018,as_first_attendances_DNA,0,0.100015228,0,0.406605574,0,0,0.051257245,0.03000009
807,,11/01/2018,as_first_attendances_DNA,0,0.0962529,0,0.384870065,0,0,0.049564197,0.028754938
808,,12/01/2018,as_first_attendances_DNA,0,0.079340338,0,0.325065169,0,0,0.042335152,0.023917659
809,,01/01/2019,as_first_attendances_DNA,0,0.094927127,0,0.388283035,0,0,0.050657064,0.02900576
810,,02/01/2019,as_first_attendances_DNA,0,0.082627897,0,0.328103697,0,0,0.042550142,0.025046357
811,,03/01/2019,as_first_attendances_DNA,0,0.085503391,0,0.345349493,0,0,0.043822167,0.025933192
812,,04/01/2019,as_first_attendances_DNA,0.030483818,0.086784374,0.063225032,0.348407729,0.044108821,0.05231428,0.044341727,0.026605036
813,,05/01/2019,as_first_attendances_DNA,0.033654923,0.092383077,0.063986456,0.370028576,0.046527461,0.05589745,0.04851612,0.02853099
814,,06/01/2019,as_first_attendances_DNA,0.032517266,0.088172852,0.061200541,0.354065554,0.044726918,0.053451936,0.045963111,0.027482913
815,,07/01/2019,as_first_attendances_DNA,0.037238093,0.099155268,0.069522453,0.398480736,0.049689608,0.059883726,0.051499109,0.030869008
816,,08/01/2019,as_first_attendances_DNA,0.032194781,0.088486379,0.060627234,0.34604642,0.042836796,0.049841893,0.044099863,0.027411249
817,,09/01/2019,as_first_attendances_DNA,0.034398431,0.09154999,0.064837458,0.370397642,0.046133312,0.055485385,0.047969686,0.029462614
818,,10/01/2019,as_first_attendances_DNA,0.037309756,0.097901158,0.068689366,0.395954601,0.048184677,0.0600808,0.051463277,0.031827506
819,,11/01/2019,as_first_attendances_DNA,0.034953822,0.090528786,0.06513307,0.368038125,0.044861287,0.054840415,0.048551951,0.028557864
820,,12/01/2019,as_first_attendances_DNA,0.032024581,0.083622226,0.06055557,0.341162559,0.043266776,0.05110496,0.04367884,0.026381088
821,,01/01/2020,as_first_attendances_DNA,0.035527129,0.093010131,0.066664875,0.37998083,0.04726201,0.057008232,0.049707524,0.030197164
822,,02/01/2020,as_first_attendances_DNA,0.030421112,0.082018758,0.057715908,0.329377514,0.041331864,0.049232754,0.04281888,0.025368843
823,,03/01/2020,as_first_attendances_DNA,0.032096244,0.081561904,0.058763986,0.33950176,0.042433689,0.051803678,0.046124354,0.026175056
824,,04/01/2020,as_first_attendances_DNA,0.011313859,0.031961875,0.024132649,0.131276594,0.015685326,0.016742361,0.020943628,0.010346403
825,,05/01/2020,as_first_attendances_DNA,0.011976745,0.032983078,0.024231186,0.135060421,0.015765947,0.017593364,0.021355692,0.0109645
826,,06/01/2020,as_first_attendances_DNA,0.01808605,0.046016859,0.034389473,0.190669426,0.022045453,0.026605036,0.02801143,0.015273261
827,,07/01/2020,as_first_attendances_DNA,0.021920042,0.053210072,0.04208433,0.229020093,0.027411249,0.033404101,0.031433358,0.019187875
828,,08/01/2020,as_first_attendances_DNA,0.021230281,0.053120493,0.040642104,0.228717315,0.028127883,0.034371557,0.031343778,0.019483486
829,,09/01/2020,as_first_attendances_DNA,0.028853475,0.067910027,0.053335483,0.297508801,0.036843944,0.044807539,0.040364408,0.024920946
830,,10/01/2020,as_first_attendances_DNA,0.027303754,0.072962296,0.053657969,0.303336827,0.038357833,0.045291267,0.040292745,0.024965736
831,,11/01/2020,as_first_attendances_DNA,0.028728064,0.074727007,0.062374029,0.31995736,0.039567153,0.04640205,0.041582686,0.026022771
832,,12/01/2020,as_first_attendances_DNA,0.027124596,0.072380031,0.055557049,0.298510297,0.037426209,0.043634051,0.038259296,0.023666837
833,,01/01/2021,as_first_attendances_DNA,0.023541426,0.061926133,0.050361452,0.279824066,0.039110299,0.044655254,0.036754365,0.023030824
834,,02/01/2021,as_first_attendances_DNA,0.019528276,0.057124685,0.042469521,0.245345014,0.033887829,0.040032965,0.032248529,0.019671602
835,,03/01/2021,as_first_attendances_DNA,0.024490966,0.068967062,0.052161995,0.294475648,0.038743024,0.04678724,0.039504448,0.023326436
836,,04/01/2021,as_first_attendances_DNA,0.024508882,0.072523358,0.055037489,0.297084196,0.036333342,0.045936237,0.039719438,0.022600844
837,,05/01/2021,as_first_attendances_DNA,0.024723872,0.076724624,0.056488673,0.305918501,0.036673743,0.046957441,0.040427114,0.023469763
838,,06/01/2021,as_first_attendances_DNA,0.030877966,0.089624036,0.066897781,0.366042299,0.045721247,0.054938952,0.049501491,0.027948725
839,,07/01/2021,as_first_attendances_DNA,0.030519649,0.090636281,0.067650247,0.370680713,0.050495821,0.054016286,0.048623615,0.028154757
