helper,month,date,admission_type,EAST OF ENGLAND COMMISSIONING REGION,LONDON COMMISSIONING REGION,MIDLANDS COMMISSIONING REGION,NATIONAL,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,NORTH WEST COMMISSIONING REGION,SOUTH EAST COMMISSIONING REGION,SOUTH WEST COMMISSIONING REGION
210,,01/01/2020,sas_first_attendances_GP_ref,0.035446847,0.051949028,0.060393263,0.313252248,0.047459365,0.04022059,0.052027187,0.02516887
211,,02/01/2020,sas_first_attendances_GP_ref,0.033350067,0.049966482,0.055386544,0.291248538,0.043420621,0.037498535,0.048189855,0.022890219
212,,03/01/2020,sas_first_attendances_GP_ref,0.027775189,0.040545253,0.044239793,0.243994192,0.038365805,0.032379086,0.040775222,0.019437672
213,,04/01/2020,sas_first_attendances_GP_ref,0.011666812,0.017985709,0.018839451,0.106861204,0.016123408,0.013069174,0.019917151,0.00907402
214,,05/01/2020,sas_first_attendances_GP_ref,0.015332794,0.021100065,0.023075096,0.126613618,0.016847887,0.01573261,0.023580127,0.010710861
215,,06/01/2020,sas_first_attendances_GP_ref,0.021070004,0.029526263,0.032102521,0.175786781,0.024151293,0.022448317,0.031824454,0.014348285
216,,07/01/2020,sas_first_attendances_GP_ref,0.023383225,0.032539914,0.036590682,0.198386908,0.029508226,0.025191416,0.034708841,0.01614896
217,,08/01/2020,sas_first_attendances_GP_ref,0.021241354,0.030647552,0.03397835,0.184250856,0.027184484,0.023689851,0.032273871,0.014922457
218,,09/01/2020,sas_first_attendances_GP_ref,0.027375373,0.039687001,0.041801818,0.233481135,0.034973381,0.030011754,0.04059786,0.018644053
219,,10/01/2020,sas_first_attendances_GP_ref,0.028075803,0.043456695,0.044000806,0.245058665,0.037252031,0.030386018,0.042532308,0.018934145
220,,11/01/2020,sas_first_attendances_GP_ref,0.029494699,0.045191235,0.044967278,0.254054826,0.038149363,0.03203338,0.043876051,0.019861537
221,,12/01/2020,sas_first_attendances_GP_ref,0.025646845,0.040267185,0.041320836,0.227972091,0.035436326,0.029623963,0.037492522,0.017772273
222,,01/01/2021,sas_first_attendances_GP_ref,0.022358133,0.033859607,0.038096755,0.209905818,0.034414239,0.028707091,0.034657736,0.017434083
223,,02/01/2021,sas_first_attendances_GP_ref,0.022738409,0.038224516,0.037179884,0.217277764,0.035188319,0.029374453,0.036232951,0.017946629
224,,03/01/2021,sas_first_attendances_GP_ref,0.029207613,0.048329641,0.0474278,0.273900731,0.042485713,0.036178841,0.046858137,0.022927796
225,,04/01/2021,sas_first_attendances_GP_ref,0.027210036,0.044952248,0.043836971,0.250038929,0.038797185,0.031387061,0.043362002,0.020049421
226,,05/01/2021,sas_first_attendances_GP_ref,0.027821784,0.04563464,0.045312984,0.254309446,0.039183473,0.031651601,0.043928658,0.020345525
227,,06/01/2021,sas_first_attendances_GP_ref,0.031319423,0.050963016,0.050659396,0.281307849,0.042508259,0.034842614,0.048304089,0.02220482
228,,07/01/2021,sas_first_attendances_GP_ref,0.029305312,0.049248015,0.049096205,0.267220798,0.040237124,0.033193748,0.045159671,0.020500341
229,,08/01/2021,sas_first_attendances_GP_ref,0.026739575,0.043832462,0.042455652,0.240630627,0.036620743,0.030068871,0.041783781,0.018720709
230,,09/01/2021,sas_first_attendances_GP_ref,0.030964699,0.050252064,0.051254611,0.279478916,0.041382462,0.034611141,0.048688874,0.021835065
231,,10/01/2021,sas_first_attendances_GP_ref,0.02973068,0.049619273,0.049153322,0.268785191,0.039706541,0.032067951,0.04684461,0.021206783
232,,11/01/2021,sas_first_attendances_GP_ref,0.031463717,0.055079918,0.052829826,0.29377249,0.042828413,0.034729884,0.052383415,0.023928839
233,,12/01/2021,sas_first_attendances_GP_ref,0.026831263,0.044433689,0.044017339,0.240795965,0.035840651,0.02806979,0.042040805,0.019171629
234,,01/01/2022,sas_first_attendances_GP_ref,0.028232122,0.046895714,0.045505376,0.254055427,0.036874761,0.029252705,0.045924732,0.020952765
235,,02/01/2022,sas_first_attendances_GP_ref,0.028896478,0.047992954,0.046810039,0.256818366,0.037271571,0.030473196,0.045069487,0.019860034
236,,04/01/2018,sas_first_attendances_other_ref,0,0.043821578,0,0.253259726,0,0,0.042000853,0.022037207
237,,05/01/2018,sas_first_attendances_other_ref,0,0.048338233,0,0.276031807,0,0,0.046116559,0.023661947
238,,06/01/2018,sas_first_attendances_other_ref,0,0.047691928,0,0.270362275,0,0,0.045791911,0.023015641
239,,07/01/2018,sas_first_attendances_other_ref,0,0.048107837,0,0.274536328,0,0,0.046899007,0.023926752
240,,08/01/2018,sas_first_attendances_other_ref,0,0.046700029,0,0.258886769,0,0,0.044654893,0.022685009
241,,09/01/2018,sas_first_attendances_other_ref,0,0.04463694,0,0.256424826,0,0,0.044126778,0.022010278
242,,10/01/2018,sas_first_attendances_other_ref,0,0.050743924,0,0.294777047,0,0,0.049894153,0.02584921
243,,11/01/2018,sas_first_attendances_other_ref,0,0.052248977,0,0.289219721,0,0,0.048867844,0.025277709
244,,12/01/2018,sas_first_attendances_other_ref,0,0.042801254,0,0.234258357,0,0,0.040159183,0.020146167
245,,01/01/2019,sas_first_attendances_other_ref,0,0.053599934,0,0.290114973,0,0,0.049201469,0.025255268
246,,02/01/2019,sas_first_attendances_other_ref,0,0.047700904,0,0.259234158,0,0,0.044506781,0.022354376
247,,03/01/2019,sas_first_attendances_other_ref,0,0.050305574,0,0.277706215,0,0,0.045893644,0.023946201
248,,04/01/2019,sas_first_attendances_other_ref,0.029240816,0.054798291,0.049572496,0.281267775,0.043755751,0.033078252,0.046483098,0.023955178
249,,05/01/2019,sas_first_attendances_other_ref,0.03114981,0.059464554,0.051459049,0.298006478,0.045938526,0.034939371,0.049484228,0.025158023
250,,06/01/2019,sas_first_attendances_other_ref,0.029819798,0.057690207,0.048564141,0.283909547,0.043668978,0.032814943,0.046902,0.024077856
251,,07/01/2019,sas_first_attendances_other_ref,0.032351159,0.063773255,0.054346476,0.316324738,0.048592566,0.037734042,0.05219811,0.02689048
252,,08/01/2019,sas_first_attendances_other_ref,0.028211515,0.055329399,0.047032158,0.273454067,0.04206668,0.031550758,0.045881675,0.023048555
253,,09/01/2019,sas_first_attendances_other_ref,0.03030303,0.061156617,0.050437228,0.295162736,0.044711743,0.034509998,0.048673354,0.02494558
254,,10/01/2019,sas_first_attendances_other_ref,0.032870298,0.066467688,0.054306082,0.319013786,0.048582093,0.037099706,0.052780084,0.026497012
255,,11/01/2019,sas_first_attendances_other_ref,0.030654608,0.06305813,0.05077983,0.29868809,0.044976549,0.034557872,0.049826829,0.024439906
256,,12/01/2019,sas_first_attendances_other_ref,0.027254026,0.055438612,0.045295213,0.264650554,0.040446429,0.030044209,0.044182132,0.021625786
257,,01/01/2020,sas_first_attendances_other_ref,0.032074385,0.066856668,0.052539216,0.313067481,0.047012709,0.036529701,0.05188543,0.025768422
258,,02/01/2020,sas_first_attendances_other_ref,0.029133098,0.059789203,0.047585706,0.282564874,0.042891018,0.032577067,0.047066568,0.023141312
259,,03/01/2020,sas_first_attendances_other_ref,0.024216991,0.047855,0.039791148,0.234632077,0.036679309,0.027753716,0.037965934,0.020044433
260,,04/01/2020,sas_first_attendances_other_ref,0.012697202,0.027001189,0.020539635,0.128693402,0.020464831,0.01423068,0.022969263,0.010635608
261,,05/01/2020,sas_first_attendances_other_ref,0.015883845,0.032793998,0.025202905,0.156807073,0.023829507,0.017843705,0.028452384,0.012604445
262,,06/01/2020,sas_first_attendances_other_ref,0.02157492,0.045381986,0.034351413,0.213553257,0.030766814,0.025283694,0.038706492,0.017210865
263,,07/01/2020,sas_first_attendances_other_ref,0.025864171,0.051462041,0.038722949,0.241126845,0.035091971,0.026495516,0.043803625,0.01934427
264,,08/01/2020,sas_first_attendances_other_ref,0.0246329,0.048513274,0.035786151,0.227696865,0.034237712,0.026109528,0.040214537,0.017915517
265,,09/01/2020,sas_first_attendances_other_ref,0.029637276,0.060456453,0.043030153,0.275398368,0.041480218,0.031456505,0.047457044,0.021491139
266,,10/01/2020,sas_first_attendances_other_ref,0.030380826,0.063937823,0.043773703,0.279012889,0.04136502,0.029997831,0.046987276,0.022206264
267,,11/01/2020,sas_first_attendances_other_ref,0.030409252,0.064498852,0.041356044,0.278983865,0.041047852,0.030617206,0.048457919,0.022221225
268,,12/01/2020,sas_first_attendances_other_ref,0.028207027,0.06001511,0.037439315,0.258756312,0.039427601,0.028763568,0.041836284,0.02270745
269,,01/01/2021,sas_first_attendances_other_ref,0.024010532,0.056224052,0.035166775,0.244413725,0.038519483,0.028449391,0.03866161,0.02302013
270,,02/01/2021,sas_first_attendances_other_ref,0.024300771,0.057063351,0.03349865,0.244399662,0.03818885,0.028765064,0.040823441,0.021432793
271,,03/01/2021,sas_first_attendances_other_ref,0.030867051,0.065049408,0.042512511,0.295857214,0.045932542,0.035195201,0.050492583,0.025404876
272,,04/01/2021,sas_first_attendances_other_ref,0.029791372,0.057349102,0.043568741,0.283941862,0.04323362,0.03374251,0.051028179,0.024849831
273,,05/01/2021,sas_first_attendances_other_ref,0.030599253,0.059326915,0.044002603,0.290167935,0.043803625,0.033793377,0.05261402,0.025609838
274,,06/01/2021,sas_first_attendances_other_ref,0.033960937,0.06439263,0.048525243,0.317086541,0.048288862,0.037330102,0.056035547,0.028093325
275,,07/01/2021,sas_first_attendances_other_ref,0.032198559,0.060737715,0.046688061,0.302167965,0.046246718,0.036012058,0.053674738,0.026182836
276,,08/01/2021,sas_first_attendances_other_ref,0.029490661,0.055196248,0.042193847,0.275919302,0.042286603,0.032553129,0.049472259,0.024318724
277,,09/01/2021,sas_first_attendances_other_ref,0.032743131,0.061164097,0.048433982,0.308809647,0.047005229,0.036589544,0.055372785,0.027055048
278,,10/01/2021,sas_first_attendances_other_ref,0.031779658,0.058656673,0.045672225,0.291769634,0.043914335,0.032997464,0.052685831,0.025617319
279,,11/01/2021,sas_first_attendances_other_ref,0.035976153,0.063477031,0.050057225,0.316479732,0.046510027,0.035507881,0.055857514,0.02862144
280,,12/01/2021,sas_first_attendances_other_ref,0.027584659,0.052949141,0.04271897,0.26487706,0.039315395,0.030259644,0.046988772,0.024664318
281,,01/01/2022,sas_first_attendances_other_ref,0.030509489,0.055682473,0.045530097,0.284367646,0.042252194,0.032396041,0.050859122,0.026758825
282,,02/01/2022,sas_first_attendances_other_ref,0.029620819,0.055674992,0.045432852,0.277431237,0.040443437,0.031815564,0.048612015,0.025463223
283,,04/01/2018,sas_first_attendances_total,0,0.047639792,0,0.272565619,0,0,0.044959313,0.022952395
284,,05/01/2018,sas_first_attendances_total,0,0.052317696,0,0.297252716,0,0,0.049322308,0.024611668
285,,06/01/2018,sas_first_attendances_total,0,0.050893855,0,0.288557618,0,0,0.048469803,0.023924866
286,,07/01/2018,sas_first_attendances_total,0,0.051561913,0,0.292348077,0,0,0.049182848,0.02439723
287,,08/01/2018,sas_first_attendances_total,0,0.049115367,0,0.275107538,0,0,0.046619335,0.022924653
288,,09/01/2018,sas_first_attendances_total,0,0.047702024,0,0.273823907,0,0,0.045963274,0.022437294
289,,10/01/2018,sas_first_attendances_total,0,0.053245179,0,0.31357117,0,0,0.052083763,0.026012265
290,,11/01/2018,sas_first_attendances_total,0,0.055056657,0,0.309475099,0,0,0.051822088,0.025669614
291,,12/01/2018,sas_first_attendances_total,0,0.044450209,0,0.248072567,0,0,0.041833462,0.020500601
292,,01/01/2019,sas_first_attendances_total,0,0.054703509,0,0.304633592,0,0,0.051220761,0.025446928
293,,02/01/2019,sas_first_attendances_total,0,0.049191845,0,0.273773822,0,0,0.046445385,0.022363815
294,,03/01/2019,sas_first_attendances_total,0,0.052029778,0,0.29289182,0,0,0.048454807,0.02397885
295,,04/01/2019,sas_first_attendances_total,0.030940597,0.052737575,0.052566624,0.286805222,0.04396135,0.035221115,0.04708795,0.023826644
296,,05/01/2019,sas_first_attendances_total,0.032788065,0.056441509,0.054581294,0.301699836,0.046036753,0.036704188,0.049708446,0.024931826
297,,06/01/2019,sas_first_attendances_total,0.031577913,0.054452331,0.05191956,0.289160594,0.044214777,0.035070408,0.047432101,0.024020838
298,,07/01/2019,sas_first_attendances_total,0.034763747,0.060648548,0.058054295,0.322400029,0.049163353,0.040081217,0.05257937,0.026570854
299,,08/01/2019,sas_first_attendances_total,0.029948632,0.052247966,0.049881647,0.276853485,0.042233097,0.033648818,0.045815567,0.022661479
300,,09/01/2019,sas_first_attendances_total,0.032230976,0.056767665,0.053748284,0.29932302,0.045361197,0.036935872,0.049101121,0.024682897
301,,10/01/2019,sas_first_attendances_total,0.035247358,0.062131622,0.058535656,0.327035046,0.049838909,0.040298654,0.053845756,0.026600096
302,,11/01/2019,sas_first_attendances_total,0.033156959,0.058657121,0.054865462,0.306108117,0.046089238,0.037259029,0.050827124,0.024758626
303,,12/01/2019,sas_first_attendances_total,0.028892936,0.051266498,0.048251616,0.268052218,0.040854994,0.032335945,0.044325745,0.021703255
304,,01/01/2020,sas_first_attendances_total,0.033756786,0.059420402,0.056457254,0.313160588,0.047235658,0.038370959,0.0519563,0.025469421
305,,02/01/2020,sas_first_attendances_total,0.031237511,0.054889456,0.051476438,0.286897445,0.043155332,0.035032169,0.047627045,0.023016127
306,,03/01/2020,sas_first_attendances_total,0.025992021,0.044208779,0.042010412,0.239302941,0.037520703,0.0300611,0.039368172,0.019742569
307,,04/01/2020,sas_first_attendances_total,0.012182494,0.022504024,0.019691584,0.117803102,0.018299234,0.013651322,0.021446829,0.009856664
308,,05/01/2020,sas_first_attendances_total,0.015608259,0.026960742,0.024141553,0.141745963,0.020347645,0.016790668,0.026022762,0.011659895
309,,06/01/2020,sas_first_attendances_total,0.021323864,0.037472717,0.033229688,0.194714621,0.027466846,0.023869382,0.0352736,0.015782958
310,,07/01/2020,sas_first_attendances_total,0.024626664,0.042023158,0.037659414,0.21980735,0.032306704,0.025845813,0.039266201,0.017750392
311,,08/01/2020,sas_first_attendances_total,0.022940399,0.039601355,0.034884462,0.206025116,0.03071941,0.024902584,0.036253568,0.016422524
312,,09/01/2020,sas_first_attendances_total,0.028509047,0.050096085,0.042418294,0.254489371,0.038234498,0.030735906,0.044035579,0.020070975
313,,10/01/2020,sas_first_attendances_total,0.029230339,0.053721292,0.043887121,0.262076138,0.039313438,0.030191562,0.044765119,0.02057408
314,,11/01/2020,sas_first_attendances_total,0.029953131,0.054867712,0.043156832,0.2665492,0.039602104,0.031323737,0.046172464,0.021044195
315,,12/01/2020,sas_first_attendances_total,0.026930001,0.050164315,0.03937567,0.243400811,0.037436728,0.02919285,0.039669585,0.020245674
316,,01/01/2021,sas_first_attendances_total,0.023186328,0.045068781,0.03662846,0.227200673,0.036471755,0.028578027,0.03666445,0.020232928
317,,02/01/2021,sas_first_attendances_total,0.023521482,0.047666034,0.035335082,0.230871017,0.036692192,0.029069135,0.038533662,0.019693833
318,,03/01/2021,sas_first_attendances_total,0.030039356,0.056709182,0.044964561,0.284905418,0.044213278,0.035686731,0.048679742,0.024169295
319,,04/01/2021,sas_first_attendances_total,0.028504548,0.051166027,0.043702675,0.267030712,0.041020696,0.032567629,0.047204167,0.022455288
320,,05/01/2021,sas_first_attendances_total,0.029213844,0.052496894,0.0446564,0.272281301,0.041499059,0.032725083,0.048281607,0.022984636
321,,06/01/2021,sas_first_attendances_total,0.032643357,0.057693649,0.049589231,0.299239794,0.045405435,0.036089365,0.052178236,0.025156011
322,,07/01/2021,sas_first_attendances_total,0.0307554,0.055006422,0.04788947,0.284735967,0.043249055,0.034606292,0.049427277,0.023347532
323,,08/01/2021,sas_first_attendances_total,0.028118409,0.049527748,0.042323821,0.258316869,0.039460395,0.031313989,0.045637118,0.021526306
324,,09/01/2021,sas_first_attendances_total,0.031856083,0.055720966,0.049841158,0.29417935,0.044200531,0.035602755,0.052038776,0.024451214
325,,10/01/2021,sas_first_attendances_total,0.0307569,0.054148669,0.047409608,0.280305042,0.041815468,0.032533888,0.049772178,0.023417262
326,,11/01/2021,sas_first_attendances_total,0.033724546,0.05928769,0.051440448,0.305153492,0.044673645,0.035119894,0.054124676,0.026280688
327,,12/01/2021,sas_first_attendances_total,0.027208921,0.048701486,0.043367521,0.252865338,0.037582186,0.029167357,0.044520689,0.021923691
328,,01/01/2022,sas_first_attendances_total,0.029373548,0.051299489,0.045517902,0.269247674,0.039569864,0.030827379,0.048397824,0.023862634
329,,02/01/2022,sas_first_attendances_total,0.029259581,0.051843082,0.046119229,0.267149628,0.038861318,0.031146788,0.046844271,0.022668227
330,,04/01/2018,sas_first_attendances_DNA,0,0.081469111,0,0.315166323,0,0,0.03780373,0.021474043
331,,05/01/2018,sas_first_attendances_DNA,0,0.091085358,0,0.352205685,0,0,0.043250695,0.023749215
332,,06/01/2018,sas_first_attendances_DNA,0,0.091018112,0,0.346655608,0,0,0.042152336,0.023020712
333,,07/01/2018,sas_first_attendances_DNA,0,0.098605756,0,0.365426343,0,0,0.044349054,0.024354434
334,,08/01/2018,sas_first_attendances_DNA,0,0.095669327,0,0.342493051,0,0,0.042118712,0.021944768
335,,09/01/2018,sas_first_attendances_DNA,0,0.091589707,0,0.341699543,0,0,0.042791177,0.02158612
336,,10/01/2018,sas_first_attendances_DNA,0,0.095714158,0,0.37693894,0,0,0.04700529,0.023872501
337,,11/01/2018,sas_first_attendances_DNA,0,0.098325563,0,0.363778804,0,0,0.045783646,0.023054335
338,,12/01/2018,sas_first_attendances_DNA,0,0.081032009,0,0.309470546,0,0,0.039339191,0.01954631
339,,01/01/2019,sas_first_attendances_DNA,0,0.097552228,0,0.366800412,0,0,0.04665785,0.02362593
340,,02/01/2019,sas_first_attendances_DNA,0,0.084977136,0,0.311232404,0,0,0.039563346,0.020622254
341,,03/01/2019,sas_first_attendances_DNA,0,0.088272214,0,0.328449744,0,0,0.040493589,0.021193849
342,,04/01/2019,sas_first_attendances_DNA,0.02974536,0.087812696,0.053752354,0.324042858,0.043654174,0.047184614,0.039989241,0.02133955
343,,05/01/2019,sas_first_attendances_DNA,0.032872321,0.094021788,0.0570026,0.349437371,0.046825966,0.050681431,0.044427508,0.023076751
344,,06/01/2019,sas_first_attendances_DNA,0.032222272,0.090087869,0.054346364,0.336725545,0.045335336,0.04894423,0.04233166,0.022863803
345,,07/01/2019,sas_first_attendances_DNA,0.036671748,0.10151977,0.061676231,0.378922711,0.050703846,0.055556801,0.047050121,0.025116561
346,,08/01/2019,sas_first_attendances_DNA,0.031460145,0.090211154,0.053550614,0.328030575,0.043687797,0.046422487,0.040258226,0.021843899
347,,09/01/2019,sas_first_attendances_DNA,0.034407783,0.094290774,0.057540572,0.354624316,0.047173406,0.05212723,0.044461132,0.024051825
348,,10/01/2019,sas_first_attendances_DNA,0.037232135,0.100006725,0.061093428,0.377918497,0.049280463,0.057047431,0.047240653,0.025497624
349,,11/01/2019,sas_first_attendances_DNA,0.034732807,0.092038017,0.057675065,0.350555904,0.045806061,0.052093607,0.044999103,0.02258361
350,,12/01/2019,sas_first_attendances_DNA,0.032367973,0.085268538,0.05416704,0.326676679,0.044080068,0.048641621,0.040527212,0.021104187
351,,01/01/2020,sas_first_attendances_DNA,0.035450103,0.094481305,0.058627723,0.3614588,0.048372635,0.053931678,0.045682776,0.024298395
352,,02/01/2020,sas_first_attendances_DNA,0.030451448,0.083060611,0.051129741,0.313996234,0.042667892,0.046187125,0.039585762,0.02044293
353,,03/01/2020,sas_first_attendances_DNA,0.03237918,0.08242177,0.052822111,0.326470456,0.043844705,0.049538241,0.042959293,0.022000807
354,,04/01/2020,sas_first_attendances_DNA,0.010949969,0.030686811,0.021126603,0.121442661,0.016094324,0.014110553,0.018997131,0.00930243
355,,05/01/2020,sas_first_attendances_DNA,0.012463014,0.032592128,0.021574913,0.129478616,0.016553842,0.01566843,0.020577423,0.009840402
356,,06/01/2020,sas_first_attendances_DNA,0.018997131,0.046915628,0.030507487,0.185696674,0.023525061,0.024847575,0.027313279,0.013314803
357,,07/01/2020,sas_first_attendances_DNA,0.022527571,0.053942885,0.03710885,0.219656146,0.028792702,0.030866135,0.029790191,0.016228817
358,,08/01/2020,sas_first_attendances_DNA,0.021317134,0.053763561,0.035909621,0.21821483,0.029151349,0.031986909,0.02939792,0.016251233
359,,09/01/2020,sas_first_attendances_DNA,0.029353089,0.069880301,0.048092441,0.28780373,0.038767596,0.04257823,0.037994262,0.020667085
360,,10/01/2020,sas_first_attendances_DNA,0.027100332,0.074934995,0.048137272,0.292753071,0.04019098,0.042992917,0.037882184,0.020969694
361,,11/01/2020,sas_first_attendances_DNA,0.028972025,0.077703309,0.055175737,0.31069219,0.041793688,0.044741325,0.039653008,0.022112884
362,,12/01/2020,sas_first_attendances_DNA,0.027324487,0.074946203,0.049302878,0.289352641,0.039361607,0.042376491,0.035595804,0.019960997
363,,01/01/2021,sas_first_attendances_DNA,0.023188828,0.064209181,0.043553304,0.268654174,0.041020353,0.043239487,0.033567202,0.019445441
364,,02/01/2021,sas_first_attendances_DNA,0.019635972,0.059266565,0.036156191,0.237333005,0.03576392,0.039227114,0.029857437,0.017024567
365,,03/01/2021,sas_first_attendances_DNA,0.024858782,0.071841657,0.045368959,0.286259302,0.04088586,0.045783646,0.036862279,0.020274814
366,,04/01/2021,sas_first_attendances_DNA,0.024376849,0.073836636,0.04710616,0.282616785,0.037747691,0.043317941,0.036873487,0.018941092
367,,05/01/2021,sas_first_attendances_DNA,0.02462342,0.078835291,0.049202008,0.29390971,0.03835291,0.044640455,0.038083924,0.019703219
368,,06/01/2021,sas_first_attendances_DNA,0.03078768,0.091410383,0.058067336,0.350354165,0.047296691,0.052284139,0.046747512,0.023222451
369,,07/01/2021,sas_first_attendances_DNA,0.030429033,0.092632027,0.059087241,0.3550928,0.053427329,0.050681431,0.045357751,0.02283018
370,,08/01/2021,sas_first_attendances_DNA,0.02815386,0.086579844,0.051835829,0.321019008,0.045324128,0.046411279,0.041748857,0.020431722
371,,09/01/2021,sas_first_attendances_DNA,0.03268179,0.096711647,0.059804537,0.364886129,0.050244329,0.052878149,0.047543262,0.024388057
372,,10/01/2021,sas_first_attendances_DNA,0.030854927,0.090861203,0.054895544,0.347207029,0.053696315,0.048764906,0.043900744,0.023637138
373,,11/01/2021,sas_first_attendances_DNA,0.033421501,0.100522281,0.061384829,0.378525957,0.05551197,0.052362593,0.048271765,0.026383036
374,,12/01/2021,sas_first_attendances_DNA,0.03213261,0.088955886,0.057675065,0.337884426,0.046030216,0.046601811,0.042690308,0.023200036
375,,01/01/2022,sas_first_attendances_DNA,0.033656864,0.09376401,0.057641442,0.354158074,0.048013987,0.049033892,0.046063839,0.025329508
376,,02/01/2022,sas_first_attendances_DNA,0.032199857,0.089090379,0.053248005,0.327875908,0.043116202,0.044887026,0.042735139,0.022045638
377,,04/01/2018,sas_subsequent_attendances_seen,0,0.050081246,0,0.282932769,0,0,0.040533734,0.024173009
378,,05/01/2018,sas_subsequent_attendances_seen,0,0.053561587,0,0.301998774,0,0,0.043729812,0.025589183
379,,06/01/2018,sas_subsequent_attendances_seen,0,0.052408326,0,0.291382687,0,0,0.042323126,0.024747465
380,,07/01/2018,sas_subsequent_attendances_seen,0,0.05330579,0,0.296307747,0,0,0.04335264,0.0252215
381,,08/01/2018,sas_subsequent_attendances_seen,0,0.04959456,0,0.280535553,0,0,0.041211378,0.023901398
382,,09/01/2018,sas_subsequent_attendances_seen,0,0.050144899,0,0.279883686,0,0,0.0406559,0.023525412
383,,10/01/2018,sas_subsequent_attendances_seen,0,0.054614822,0,0.318751221,0,0,0.045792793,0.02741139
384,,11/01/2018,sas_subsequent_attendances_seen,0,0.056418843,0,0.315263763,0,0,0.045929587,0.026801352
385,,12/01/2018,sas_subsequent_attendances_seen,0,0.044692115,0,0.249112934,0,0,0.036647755,0.021344614
386,,01/01/2019,sas_subsequent_attendances_seen,0,0.056899203,0,0.316940004,0,0,0.046780398,0.027290806
387,,02/01/2019,sas_subsequent_attendances_seen,0,0.05079724,0,0.279847392,0,0,0.041191215,0.023584715
388,,03/01/2019,sas_subsequent_attendances_seen,0,0.053298674,0,0.296159329,0,0,0.043459782,0.024713464
389,,04/01/2019,sas_subsequent_attendances_seen,0.030219622,0.050410975,0.050813845,0.288379544,0.046149801,0.04362781,0.042586435,0.024272639
390,,05/01/2019,sas_subsequent_attendances_seen,0.031619586,0.053485283,0.052989108,0.301752071,0.048074011,0.045170103,0.044750628,0.025349596
391,,06/01/2019,sas_subsequent_attendances_seen,0.029840473,0.050981082,0.050019966,0.285552177,0.045610532,0.042538202,0.041926582,0.024329175
392,,07/01/2019,sas_subsequent_attendances_seen,0.033435072,0.056867179,0.055741198,0.318369067,0.050374998,0.048342064,0.046498903,0.026781189
393,,08/01/2019,sas_subsequent_attendances_seen,0.029082175,0.048382391,0.048164153,0.274748532,0.043655485,0.041605551,0.040360172,0.023225335
394,,09/01/2019,sas_subsequent_attendances_seen,0.031002036,0.052420582,0.051944175,0.296128333,0.04710815,0.045119892,0.043185403,0.025035681
395,,10/01/2019,sas_subsequent_attendances_seen,0.034223022,0.05747445,0.05686283,0.325180778,0.051690355,0.049443928,0.047682606,0.027470299
396,,11/01/2019,sas_subsequent_attendances_seen,0.032232392,0.054039971,0.053390001,0.304881412,0.047709886,0.045979006,0.045203708,0.026016566
397,,12/01/2019,sas_subsequent_attendances_seen,0.027497578,0.046510764,0.046612766,0.264422164,0.04186886,0.039796786,0.039014371,0.022852512
398,,01/01/2020,sas_subsequent_attendances_seen,0.033591239,0.056274142,0.056158302,0.320674956,0.050810287,0.048686026,0.047594837,0.027221618
399,,02/01/2020,sas_subsequent_attendances_seen,0.029902939,0.050239785,0.049810426,0.284685868,0.044837606,0.04346255,0.041834859,0.024305849
400,,03/01/2020,sas_subsequent_attendances_seen,0.026642023,0.043464526,0.04445569,0.256346018,0.041478245,0.039566292,0.038634432,0.021834859
401,,04/01/2020,sas_subsequent_attendances_seen,0.016768735,0.027055568,0.029618677,0.163629233,0.02609366,0.024215312,0.025755234,0.013969202
402,,05/01/2020,sas_subsequent_attendances_seen,0.017757922,0.029662562,0.031814893,0.174909127,0.027181292,0.025713326,0.027232688,0.015392097
403,,06/01/2020,sas_subsequent_attendances_seen,0.023760255,0.040392196,0.041233123,0.230216301,0.03521379,0.034376421,0.035219325,0.019814577
404,,07/01/2020,sas_subsequent_attendances_seen,0.026173127,0.045380829,0.044232313,0.251811888,0.038745923,0.0372487,0.038865716,0.020938186
405,,08/01/2020,sas_subsequent_attendances_seen,0.023201218,0.040129282,0.038843576,0.225128274,0.034893154,0.033862059,0.035050112,0.018943602
406,,09/01/2020,sas_subsequent_attendances_seen,0.028643723,0.051401348,0.047272224,0.278555914,0.042981794,0.041823789,0.043145077,0.023013027
407,,10/01/2020,sas_subsequent_attendances_seen,0.029248621,0.052781545,0.046970566,0.281206239,0.043513946,0.041416174,0.043908514,0.023089331
408,,11/01/2020,sas_subsequent_attendances_seen,0.030005733,0.054015459,0.046763793,0.285670943,0.04420701,0.041933698,0.044760907,0.02368395
409,,12/01/2020,sas_subsequent_attendances_seen,0.026947635,0.048002056,0.04259118,0.258219622,0.040845672,0.038763319,0.038930555,0.021882697
410,,01/01/2021,sas_subsequent_attendances_seen,0.024958982,0.041887046,0.040875719,0.248391089,0.041736414,0.039306541,0.037537312,0.021830905
411,,02/01/2021,sas_subsequent_attendances_seen,0.025077194,0.043810465,0.040141934,0.25001277,0.041688181,0.039700714,0.037360191,0.021983118
412,,03/01/2021,sas_subsequent_attendances_seen,0.03164054,0.054234882,0.049917568,0.307968371,0.049795402,0.047715421,0.046819539,0.027524858
413,,04/01/2021,sas_subsequent_attendances_seen,0.029847194,0.052768498,0.047728468,0.286418171,0.044559669,0.042474549,0.044461621,0.024282919
